year,country,gini_net,gini_net_se,gini_market,gini_market_se,rel_red,rel_red_se,abs_red,abs_red_se
2007,"Malawi",41.2168,2.153009,43.11691,2.543711,,,,
2008,"Malawi",42.32099,2.266038,44.24317,2.661447,,,,
2009,"Malawi",43.42518,2.48379,45.36942,2.891864,,,,
2010,"Malawi",44.52937,2.781779,46.49567,3.210793,,,,
2011,"Malawi",45.12545,2.688167,46.88846,3.188255,,,,
1960,"Malaysia",46.10411,4.871696,50.81877,4.166773,,,,
1962,"Malaysia",46.25628,4.511856,51.23618,4.015557,,,,
1963,"Malaysia",46.26324,4.857299,51.46817,4.274318,,,,
1966,"Malaysia",46.16362,4.025899,50.94697,3.701855,,,,
1967,"Malaysia",46.19472,3.971499,50.93877,3.579488,,,,
1968,"Malaysia",46.19365,2.284294,50.9385,2.729185,,,,
1969,"Malaysia",46.2921,3.282548,51.18441,3.245256,,,,
1970,"Malaysia",46.4308,2.173692,51.64314,2.868485,,,,
1971,"Malaysia",44.77423,3.074637,49.84438,3.225502,,,,
1972,"Malaysia",44.06987,3.011592,48.92295,2.997896,,,,
1973,"Malaysia",43.4509,3.102726,47.78688,3.050714,,,,
1974,"Malaysia",43.796,2.973041,47.52135,3.010021,,,,
1975,"Malaysia",44.02855,2.614784,47.42856,3.020363,,,,
1976,"Malaysia",44.68457,2.358273,47.99994,3.180358,,,,
1977,"Malaysia",45.23667,2.162024,48.86046,3.112235,,,,
1978,"Malaysia",45.53868,2.160962,49.38037,3.279291,,,,
1979,"Malaysia",47.07576,2.583752,51.34019,3.242897,,,,
1982,"Malaysia",45.56697,2.625934,48.87393,3.423116,,,,
1983,"Malaysia",45.36734,2.515234,48.52484,3.083685,,,,
1984,"Malaysia",45.69553,2.339083,48.79163,2.258025,,,,
1985,"Malaysia",44.08186,2.930389,47.58606,2.822348,,,,
1986,"Malaysia",42.99049,3.040096,46.84031,2.844182,,,,
1987,"Malaysia",42.23333,2.992679,45.99643,2.926138,,,,
1988,"Malaysia",42.09632,2.95366,45.67849,2.915503,,,,
1989,"Malaysia",42.67295,2.118572,45.19519,2.892404,,,,
1990,"Malaysia",43.08011,2.730343,45.95844,2.887982,,,,
1991,"Malaysia",43.33412,2.316102,46.08789,2.894407,,,,
1992,"Malaysia",43.41921,2.303071,46.38396,3.062306,,,,
1993,"Malaysia",43.37913,1.911066,46.39608,2.849482,,,,
1994,"Malaysia",43.46182,1.975233,46.7257,2.850332,,,,
1995,"Malaysia",43.43216,1.462284,46.54433,2.224578,,,,
1996,"Malaysia",43.60616,2.066149,47.0018,2.57229,,,,
1997,"Malaysia",43.33243,1.386837,46.8033,2.208983,,,,
1998,"Malaysia",43.92241,1.396931,47.18736,2.036391,,,,
1999,"Malaysia",44.51239,1.810627,47.57143,2.466916,,,,
2000,"Malaysia",46.26748,2.937677,48.73859,2.561679,,,,
2001,"Malaysia",44.00835,2.767992,47.80481,2.441126,,,,
2002,"Malaysia",43.21307,3.329709,48.00997,2.470235,,,,
2003,"Malaysia",40.93499,2.757673,46.15031,2.407124,,,,
2004,"Malaysia",38.20286,2.380678,45.29323,2.410589,,,,
2005,"Malaysia",38.64762,2.36184,43.10372,2.314929,,,,
2006,"Malaysia",39.83715,2.686759,44.07897,2.367299,,,,
2007,"Malaysia",41.46655,3.429371,43.75565,2.33142,,,,
2008,"Malaysia",41.84507,3.215244,44.24842,2.065617,,,,
2009,"Malaysia",42.2236,3.90234,44.7412,2.429011,,,,
2010,"Malaysia",41.29455,3.499788,44.48307,2.766468,,,,
2011,"Malaysia",40.69514,2.715912,44.20593,2.552911,,,,
2012,"Malaysia",40.09574,2.415303,43.92879,2.739104,,,,
1998,"Maldives",63.79288,4.170827,66.29153,5.259556,,,,
1999,"Maldives",59.14965,3.610215,61.40051,4.457068,,,,
2000,"Maldives",54.50642,3.113441,56.50948,3.704489,,,,
2001,"Maldives",49.8632,2.715768,51.61846,3.039124,,,,
2002,"Maldives",45.21997,2.465621,46.72744,2.530724,,,,
2003,"Maldives",40.57674,2.409397,41.83641,2.286506,,,,
2004,"Maldives",39.32127,2.26309,40.70125,2.529762,,,,
2005,"Maldives",39.04618,2.110936,40.45041,2.405429,,,,
2006,"Maldives",38.7711,2.019856,40.19957,2.366172,,,,
2007,"Maldives",38.49601,1.998218,39.94873,2.416142,,,,
2008,"Maldives",38.22092,2.048224,39.69789,2.550098,,,,
2009,"Maldives",37.94583,2.164915,39.44705,2.75582,,,,
2010,"Maldives",37.67074,2.33833,39.19621,3.018671,,,,
1989,"Mali",37.02505,2.977705,38.49892,3.320501,,,,
1990,"Mali",38.47997,2.682026,40.44805,3.048256,,,,
1991,"Mali",39.9349,2.466502,42.39717,2.898294,,,,
1992,"Mali",41.38983,2.353261,44.34629,2.889717,,,,
1993,"Mali",42.84476,2.357091,46.29542,3.023729,,,,
1994,"Mali",44.29968,2.477448,48.24454,3.282913,,,,
1995,"Mali",43.67297,2.390092,47.29763,3.109364,,,,
1996,"Mali",43.04626,2.366595,46.35073,2.999973,,,,
1997,"Mali",42.41955,2.408827,45.40382,2.961858,,,,
1998,"Mali",41.79284,2.513476,44.45691,2.997739,,,,
1999,"Mali",41.16613,2.673223,43.51001,3.105051,,,,
2000,"Mali",40.53942,2.87891,42.5631,3.276784,,,,
2001,"Mali",39.9127,3.121469,41.61619,3.503478,,,,
2002,"Mali",39.80585,2.859065,41.48436,3.233438,,,,
2003,"Mali",39.69899,2.701023,41.35252,3.088379,,,,
2004,"Mali",39.59213,2.665968,41.22068,3.085977,,,,
2005,"Mali",39.48527,2.758592,41.08885,3.226549,,,,
2006,"Mali",39.37841,2.966961,40.95701,3.492876,,,,
2007,"Mali",37.86642,2.632565,39.38667,3.046701,,,,
2008,"Mali",36.35442,2.450222,37.81632,2.770481,,,,
2009,"Mali",34.84242,2.454066,36.24597,2.716562,,,,
2010,"Mali",33.33043,2.643282,34.67562,2.897382,,,,
2000,"Malta",29.56526,1.416393,48.58469,3.276476,,,,
2001,"Malta",29.02816,1.258567,47.70005,2.879514,,,,
2002,"Malta",28.49106,1.135289,46.81542,2.558093,,,,
2003,"Malta",27.95396,1.058698,45.93078,2.343504,,,,
2004,"Malta",27.41685,1.039167,45.04615,2.2663,,,,
2005,"Malta",26.87975,1.079798,44.16151,2.340119,,,,
2006,"Malta",26.97775,1.013058,44.56146,2.302574,,,,
2007,"Malta",26.8605,.9824117,44.08262,2.236357,,,,
2008,"Malta",27.30044,.9903309,44.86799,2.255088,,,,
2009,"Malta",27.11216,1.008673,44.5998,2.218685,,,,
2010,"Malta",27.51457,1.022871,45.02055,2.182493,,,,
2011,"Malta",27.14834,1.051984,44.47693,2.326543,,,,
2012,"Malta",27.16859,1.023132,44.56102,2.321157,,,,
1987,"Mauritania",41.69781,2.620744,45.71178,3.938975,,,,
1988,"Mauritania",41.16276,2.490961,45.49881,3.894273,,,,
1989,"Mauritania",41.59042,2.25814,45.78411,3.481286,,,,
1990,"Mauritania",42.01809,2.124127,46.06943,3.166975,,,,
1991,"Mauritania",42.44575,2.107851,46.35474,2.982702,,,,
1992,"Mauritania",42.87341,2.211915,46.64005,2.952911,,,,
1993,"Mauritania",43.30107,2.420847,46.92536,3.082086,,,,
1994,"Mauritania",40.3016,1.8442,43.67798,2.383108,,,,
1995,"Mauritania",37.30212,1.832831,40.4306,2.357019,,,,
1996,"Mauritania",33.02639,1.883149,35.85075,2.346769,,,,
1997,"Mauritania",33.72731,1.706189,36.50932,2.106275,,,,
1998,"Mauritania",34.42825,1.648101,37.16788,2.007073,,,,
1999,"Mauritania",35.12917,1.720966,37.82644,2.069583,,,,
2000,"Mauritania",35.8301,1.909854,38.48501,2.280545,,,,
2001,"Mauritania",36.52529,1.878971,39.56715,2.370385,,,,
2002,"Mauritania",37.22047,2.03064,40.6493,2.744583,,,,
2003,"Mauritania",37.91565,2.329473,41.73145,3.308008,,,,
2004,"Mauritania",38.61083,2.727521,42.8136,3.981114,,,,
2005,"Mauritania",38.62643,2.438839,42.85444,3.643573,,,,
2006,"Mauritania",38.64204,2.313245,42.89529,3.54201,,,,
2007,"Mauritania",38.65764,2.376735,42.93613,3.695933,,,,
2008,"Mauritania",38.67324,2.615575,42.97697,4.076502,,,,
1972,"Mauritius",40.89607,6.669019,,,,,,
1980,"Mauritius",37.89081,2.530758,41.11406,2.545661,,,,
1981,"Mauritius",38.48709,3.927097,41.08259,2.474348,,,,
1982,"Mauritius",38.30711,3.900396,41.05111,2.422976,,,,
1984,"Mauritius",37.81405,4.259169,40.98815,2.384714,,,,
1985,"Mauritius",37.68371,4.338406,40.95667,2.398852,,,,
1986,"Mauritius",37.74521,4.379279,40.92519,2.434857,,,,
1987,"Mauritius",37.86519,4.697912,40.89371,2.491781,,,,
1988,"Mauritius",37.71911,4.211247,40.86224,2.568233,,,,
1989,"Mauritius",37.57303,4.081613,40.83076,2.662532,,,,
1990,"Mauritius",37.42695,4.341114,40.79928,2.772857,,,,
1991,"Mauritius",37.12645,2.123603,40.7678,2.897379,,,,
1992,"Mauritius",37.77435,2.254557,41.31647,3.141613,,,,
1993,"Mauritius",38.42225,2.617669,41.86515,3.716899,,,,
1994,"Mauritius",39.07014,3.133238,42.41382,4.497958,,,,
1995,"Mauritius",39.71804,3.738715,42.96249,5.396164,,,,
1996,"Mauritius",40.36594,4.397115,43.51117,6.362093,,,,
1997,"Mauritius",42.94135,7.114562,45.2152,11.11739,,,,
1998,"Mauritius",41.84453,5.934102,44.28647,9.173436,,,,
1999,"Mauritius",40.7477,4.937663,43.35774,7.49706,,,,
2000,"Mauritius",39.65088,4.256505,42.42901,6.305419,,,,
2001,"Mauritius",38.55405,4.052842,41.50027,5.899927,,,,
2002,"Mauritius",40.66333,6.825069,43.82877,10.43555,,,,
2003,"Mauritius",39.76929,4.516896,43.10422,8.251755,,,,
2004,"Mauritius",39.63971,4.082697,42.37967,6.159802,,,,
2005,"Mauritius",39.19259,3.886089,41.65511,4.296018,,,,
2006,"Mauritius",39.04036,2.554796,40.93055,3.103108,,,,
2007,"Mauritius",38.92242,3.888423,,,,,,
1963,"Mexico",54.98469,1.301127,55.98677,1.602466,,,,
1968,"Mexico",52.05564,1.667855,53.23585,3.387487,,,,
1969,"Mexico",52.60703,1.725374,53.79172,3.753931,,,,
1970,"Mexico",48.58638,1.630772,49.46075,2.730579,,,,
1971,"Mexico",49.92079,2.991988,50.65029,4.064922,,,,
1972,"Mexico",50.12846,3.333321,50.71721,4.358381,,,,
1973,"Mexico",51.79351,3.345799,52.53474,4.515617,,,,
1974,"Mexico",52.66771,3.338573,53.45432,4.620298,,,,
1975,"Mexico",55.47023,1.883077,56.87207,4.2641,,,,
1976,"Mexico",53.01142,2.995261,53.95546,4.439958,,,,
1977,"Mexico",52.41227,1.788391,53.73784,4.112448,,,,
1978,"Mexico",51.46565,3.260697,51.97936,4.618295,,,,
1979,"Mexico",50.82042,3.212676,51.08474,4.597849,,,,
1980,"Mexico",49.53788,3.517827,49.3611,4.823639,,,,
1981,"Mexico",48.45705,3.511515,48.11646,4.814238,,,,
1982,"Mexico",46.63168,3.05279,46.26443,4.160172,,,,
1983,"Mexico",45.78865,3.067667,45.46342,4.212348,,,,
1984,"Mexico",43,.651767,43.1,.8,,,,
1985,"Mexico",45.36097,3.150414,45.20655,4.226072,-.6992292,5.678173,-.1544154,2.492064
1986,"Mexico",45.52926,3.192817,45.50072,4.02549,-.352545,5.355568,-.0285395,2.38783
1987,"Mexico",45.99811,3.240226,46.0562,3.96637,-.1340463,5.221014,.0580877,2.366339
1988,"Mexico",45.82693,3.246225,46.07029,3.698845,.3297757,5.02015,.2433616,2.288004
1989,"Mexico",45.2,.554126,45.6,.4,.7822858,1.113632,.3578016,.5080959
1990,"Mexico",46.17644,2.681404,46.66376,2.893724,.9298139,4.242124,.4873195,1.969432
1991,"Mexico",46.91862,2.626378,47.45215,2.820662,1.028088,3.88414,.5335247,1.844679
1992,"Mexico",47.5,.616918,48,.6,1.077971,1.277914,.52143,.6169068
1993,"Mexico",48.00219,2.154992,48.6235,2.32235,1.203187,3.489107,.6213061,1.70304
1994,"Mexico",48.5,.535928,49.2,.4,1.408097,1.005511,.6941803,.4964628
1995,"Mexico",48.19801,.4104818,48.81414,.4146396,1.258827,.8177853,.6161274,.4015596
1996,"Mexico",47,.408167,47.8,.5,1.674389,.9495899,.8038093,.4598113
1997,"Mexico",47.99901,1.925403,48.77775,1.977638,1.523554,3.754397,.778738,1.838803
1998,"Mexico",48.6,.47048,49.3,.4,1.426187,.8934472,.704709,.4427884
1999,"Mexico",48.62826,.4795273,49.18607,.4496805,1.131744,.7696112,.5578037,.3801069
2000,"Mexico",48.6,.622016,49,.6,.8297849,1.269009,.4108983,.624215
2001,"Mexico",47.73099,.4944188,48.6381,.4791287,1.862198,.8061261,.9071034,.3951389
2002,"Mexico",46.8,.532317,48.2,.5,2.905179,1.02736,1.403309,.5019872
2003,"Mexico",46.2709,.3878709,47.67357,.3492012,2.941117,.6102111,1.402665,.293695
2004,"Mexico",45.7,.363738,47.1,.3,2.974011,.697147,1.402021,.3314717
2005,"Mexico",46.00406,.2625552,47.57327,.2612799,3.297234,.5206864,1.569213,.2517091
2006,"Mexico",45.92949,.2508858,47.69721,.2719751,3.704492,.5416133,1.767726,.2636902
2007,"Mexico",45.57076,.2640557,47.65714,.2469939,4.37717,.450027,2.086385,.2181257
2008,"Mexico",45.2,.357453,47.6,.3,5.049191,.7112002,2.405045,.3444561
2009,"Mexico",44.37086,.300593,47.01685,.2623666,5.627131,.4993289,2.645993,.2384988
2010,"Mexico",43.5,.337635,46.4,.3,6.217927,.6937252,2.886942,.3293598
2011,"Mexico",43.93311,.3374646,46.82505,.3847241,6.173738,.599457,2.891937,.29246
2012,"Mexico",44.33652,.4369404,47.23345,.5676951,6.125549,1.012672,2.896933,.5005645
1981,"Moldova",20.80189,2.058338,22.93507,9.659837,,,,
1986,"Moldova",22.63151,1.764678,24.70397,6.923656,,,,
1987,"Moldova",23.00235,1.300012,24.82906,4.408519,,,,
1988,"Moldova",23.37318,1.212294,24.95415,2.955294,,,,
1989,"Moldova",22.99742,1.253781,24.29079,1.77502,,,,
1990,"Moldova",24.03497,1.013417,25.25763,1.430007,,,,
1991,"Moldova",28.50444,2.666596,31.12716,3.552853,,,,
1992,"Moldova",31.40024,2.164662,33.59889,2.761356,,,,
1993,"Moldova",34.29603,2.2841,36.07063,2.7449,4.605477,6.915175,1.7746,2.554475
1994,"Moldova",34.37626,2.156851,36.40365,2.9014,5.211331,6.786141,2.027385,2.546252
1995,"Moldova",35.82896,1.930836,38.24865,2.692676,6.14465,3.986776,2.419688,1.598382
1996,"Moldova",37.16453,1.954609,40.17058,2.771056,7.313699,3.775935,3.006051,1.63407
1997,"Moldova",39.07714,2.004493,42.85675,3.380929,8.424832,6.519722,3.779612,2.989849
1998,"Moldova",38.47883,1.864444,41.92693,3.354773,7.814542,6.423636,3.448096,2.865605
1999,"Moldova",38.03392,1.901999,41.71626,3.03974,8.515733,5.794568,3.682336,2.588233
2000,"Moldova",37.26981,1.817446,41.65643,2.977286,10.22104,5.814935,4.386621,2.630683
2001,"Moldova",36.54067,1.822354,41.28728,2.881729,11.22164,5.4987,4.746603,2.496639
2002,"Moldova",35.88112,1.773445,41.58872,2.939348,13.44982,5.344702,5.707607,2.499251
2003,"Moldova",35.6817,1.69203,41.06134,2.810676,12.83957,5.222055,5.379639,2.401249
2004,"Moldova",35.86959,1.627913,40.31867,2.762182,10.74667,5.527078,4.449082,2.433191
2005,"Moldova",36.43747,1.597268,39.8584,2.759859,8.289059,5.474665,3.42093,2.353059
2006,"Moldova",36.90472,1.538538,38.98085,2.614266,5.02294,5.732983,2.076129,2.314503
2007,"Moldova",36.985,1.520246,38.59624,2.69237,3.84184,5.900129,1.611238,2.335354
2008,"Moldova",36.35978,1.404955,37.48534,2.564883,2.668624,5.92008,1.125555,2.22371
2009,"Moldova",34.82302,1.494914,36.67127,2.653549,4.700536,5.859992,1.848247,2.22191
2010,"Moldova",32.97478,1.506623,35.09539,2.484379,5.71755,5.935061,2.120603,2.163906
2011,"Moldova",31.29221,1.504007,34.10661,2.363254,7.959682,5.727122,2.814399,2.077456
2012,"Moldova",29.91879,1.537939,33.07546,2.382404,9.238726,5.890687,3.156671,2.08103
1991,"Mongolia",33.92004,2.894207,36.37162,3.293267,,,,
1992,"Mongolia",33.7597,2.822759,36.13988,3.038855,,,,
1993,"Mongolia",33.99547,2.618192,35.95744,2.711301,,,,
1994,"Mongolia",34.18177,3.034355,35.79045,2.931081,,,,
1995,"Mongolia",34.15427,2.201415,35.53048,2.69391,,,,
1996,"Mongolia",34.81119,3.436479,36.07421,3.273654,,,,
1997,"Mongolia",35.1475,2.517175,36.82851,2.631361,,,,
1998,"Mongolia",35.48381,2.060443,37.58281,2.455777,,,,
1999,"Mongolia",34.36609,2.355564,36.35784,2.334985,,,,
2000,"Mongolia",33.09042,1.570561,35.17366,2.063608,,,,
2001,"Mongolia",32.982,1.425689,35.03153,1.867506,,,,
2002,"Mongolia",32.87358,1.724391,34.88939,2.235701,,,,
2003,"Mongolia",33.48656,2.191083,35.53918,2.560486,,,,
2004,"Mongolia",33.65247,1.823723,35.64534,2.454198,,,,
2005,"Mongolia",34.46203,1.787757,36.21251,2.331159,,,,
2006,"Mongolia",34.47086,1.728411,36.19194,2.346375,,,,
2007,"Mongolia",34.86813,1.768226,36.38093,2.23008,,,,
2008,"Mongolia",34.25456,2.021781,35.78224,2.418698,,,,
2009,"Mongolia",33.88232,1.715796,35.29237,2.187487,,,,
2010,"Mongolia",33.36161,1.920102,34.65186,2.374621,,,,
2000,"Montenegro",31.78078,1.794594,31.44219,2.952622,,,,
2001,"Montenegro",31.82587,1.607686,31.90387,2.695646,,,,
2002,"Montenegro",31.87097,1.473041,32.36555,2.540564,,,,
2003,"Montenegro",31.91606,1.405759,32.82722,2.506364,,,,
2004,"Montenegro",31.96116,1.415479,33.28891,2.597823,,,,
2005,"Montenegro",32.00625,1.500704,33.75058,2.802667,,,,
2006,"Montenegro",31.22998,1.489266,32.98567,2.521859,,,,
2007,"Montenegro",31.5912,1.479769,33.30635,2.5979,,,,
2008,"Montenegro",30.86347,1.501598,32.49845,2.505548,,,,
2009,"Montenegro",31.12025,1.555297,32.75743,2.724902,,,,
2010,"Montenegro",30.45502,1.563856,32.03836,2.586787,,,,
1960,"Morocco",44.33537,5.296863,49.83867,6.387547,,,,
1965,"Morocco",49.8882,2.639892,53.87317,3.451877,,,,
1969,"Morocco",49.88246,4.496129,55.71485,5.559385,,,,
1970,"Morocco",50.37172,3.679379,55.58033,4.110023,,,,
1975,"Morocco",52.3733,5.731904,58.97224,7.216481,,,,
1976,"Morocco",47.58018,5.126042,58.00197,6.700614,,,,
1977,"Morocco",46.80467,4.998364,57.0317,6.43569,,,,
1978,"Morocco",45.52742,4.929188,56.06143,6.452693,,,,
1979,"Morocco",45.21447,4.896694,55.09116,6.749491,,,,
1980,"Morocco",47.3662,5.204953,54.12088,7.292,,,,
1981,"Morocco",45.40253,5.108225,50.88745,5.873239,,,,
1984,"Morocco",39.32177,2.411545,41.18718,2.79851,,,,
1985,"Morocco",39.4769,2.358448,41.41321,2.831152,,,,
1986,"Morocco",38.90351,2.453096,40.71752,2.570787,,,,
1987,"Morocco",38.33012,2.778626,40.02184,2.397152,,,,
1988,"Morocco",37.75674,3.26673,39.32615,2.329723,,,,
1989,"Morocco",37.18335,3.856158,38.63047,2.37755,,,,
1990,"Morocco",36.28129,2.145548,37.93478,2.534118,,,,
1991,"Morocco",37.80796,2.350531,39.55046,2.773109,,,,
1992,"Morocco",38.06503,2.186861,39.8098,2.592153,,,,
1993,"Morocco",38.3221,2.062663,40.06914,2.450037,,,,
1994,"Morocco",38.57917,1.985358,40.32848,2.353805,,,,
1995,"Morocco",38.83624,1.9605,40.58782,2.309202,,,,
1996,"Morocco",39.0933,1.990057,40.84716,2.319208,,,,
1997,"Morocco",39.35037,2.071699,41.1065,2.383136,,,,
1998,"Morocco",39.60744,2.199636,41.36584,2.496846,,,,
1999,"Morocco",39.92479,2.133498,41.74104,2.484413,,,,
2000,"Morocco",40.06484,2.144153,41.87876,2.542945,,,,
2001,"Morocco",40.30851,2.241189,42.13467,2.652794,,,,
2002,"Morocco",40.31038,4.289315,42.28951,2.549489,,,,
2003,"Morocco",40.44763,4.838287,42.44436,2.540713,,,,
2004,"Morocco",40.46844,5.465618,42.5992,2.62741,,,,
2005,"Morocco",40.73611,4.882429,42.75405,2.800731,,,,
2006,"Morocco",40.91488,3.536031,42.90889,3.045922,,,,
2007,"Morocco",41.09365,2.780321,43.06374,3.347228,,,,
1996,"Mozambique",41.55256,2.437363,43.06968,2.844268,,,,
1997,"Mozambique",40.87208,2.444973,42.20676,2.729815,,,,
1998,"Mozambique",41.83628,2.26034,43.42321,2.544642,,,,
1999,"Mozambique",42.80047,2.162209,44.63967,2.481534,,,,
2000,"Mozambique",43.76466,2.162389,45.85613,2.549573,,,,
2001,"Mozambique",44.72886,2.260857,47.07259,2.739002,,,,
2002,"Mozambique",45.69305,2.445771,48.28905,3.027118,,,,
2003,"Mozambique",43.61677,1.898293,46.31512,2.561299,,,,
2004,"Mozambique",43.32023,1.758488,45.71932,2.273163,,,,
2005,"Mozambique",43.02369,2.148727,45.12352,2.737607,,,,
2006,"Mozambique",43.66289,1.953489,45.73882,2.470282,,,,
2007,"Mozambique",44.30209,2.377407,46.35411,2.992653,,,,
2008,"Mozambique",44.4349,2.524285,46.90385,3.472249,,,,
1993,"Namibia",68.95714,4.309714,72.29391,4.977814,,,,
1994,"Namibia",66.10988,4.101264,69.54255,4.854533,,,,
1995,"Namibia",65.95099,3.88258,69.38687,4.575712,,,,
1996,"Namibia",65.79209,3.703958,69.23119,4.340276,,,,
1997,"Namibia",65.63319,3.571414,69.07551,4.155604,,,,
1998,"Namibia",65.4743,3.490201,68.91983,4.028683,,,,
1999,"Namibia",65.3154,3.463933,68.76414,3.965064,,,,
2000,"Namibia",65.15651,3.493848,68.60847,3.967792,,,,
2001,"Namibia",64.99761,3.578538,68.45279,4.036734,,,,
2002,"Namibia",64.83871,3.714258,68.2971,4.168603,,,,
2003,"Namibia",64.67982,3.895678,68.14143,4.357693,,,,
2004,"Namibia",66.13162,3.410033,69.50057,3.981048,,,,
2005,"Namibia",67.58342,3.975824,70.85973,4.709606,,,,
2006,"Namibia",66.04537,3.650427,69.2018,4.360448,,,,
2007,"Namibia",64.50732,3.48009,67.54388,4.187502,,,,
2008,"Namibia",62.96927,3.487605,65.88596,4.21253,,,,
2009,"Namibia",61.43122,3.671882,64.22803,4.432177,,,,
2010,"Namibia",59.89317,4.008616,62.5701,4.81991,,,,
1976,"Nepal",48.67319,2.74746,53.31654,2.778635,,,,
1977,"Nepal",48.98657,2.730563,53.52349,2.936432,,,,
1984,"Nepal",28.07096,1.436565,30.1289,1.745104,,,,
1995,"Nepal",39.34151,2.097052,40.52814,2.679093,,,,
1996,"Nepal",39.5239,1.945983,40.20231,2.603514,,,,
1997,"Nepal",40.60275,1.89758,41.41991,2.495417,,,,
1998,"Nepal",41.68159,1.913477,42.63751,2.460916,,,,
1999,"Nepal",42.76044,1.992136,43.85511,2.503057,,,,
2000,"Nepal",43.83929,2.126604,45.07271,2.61814,,,,
2001,"Nepal",44.91813,2.307143,46.29031,2.797177,,,,
2002,"Nepal",45.99698,2.523885,47.5079,3.028849,,,,
2003,"Nepal",47.07582,2.768341,48.72551,3.302095,,,,
2004,"Nepal",46.65637,2.693589,48.34908,3.42995,,,,
2005,"Nepal",44.64228,2.467287,46.20073,3.128556,,,,
2006,"Nepal",42.6282,2.287315,44.05238,2.88807,,,,
2007,"Nepal",40.61411,2.165257,41.90403,2.724668,,,,
2008,"Nepal",38.60003,2.111183,39.75568,2.652634,,,,
2009,"Nepal",36.58594,2.130276,37.60732,2.679348,,,,
2010,"Nepal",34.57185,2.220648,35.45897,2.801986,,,,
1962,"Netherlands",24.14419,1.240116,43.57228,2.048835,,,,
1963,"Netherlands",25.58403,1.251172,45.74379,2.451249,,,,
1964,"Netherlands",26.42608,1.241704,47.10946,2.388053,,,,
1965,"Netherlands",28.18709,1.250718,50.22568,2.495998,,,,
1966,"Netherlands",29.25129,1.26082,52.03414,2.437829,,,,
1967,"Netherlands",31.27484,1.216195,56.09462,2.800701,,,,
1968,"Netherlands",29.93241,1.280481,52.87128,2.434686,,,,
1970,"Netherlands",28.99145,1.450738,50.1824,2.630232,,,,
1973,"Netherlands",25.64404,1.081005,46.21071,2.065972,,,,
1974,"Netherlands",25.44532,1.153823,46.22549,2.221322,,,,
1975,"Netherlands",25.1508,.9531572,46.08215,2.459879,45.3249,2.536602,20.93135,2.109627
1976,"Netherlands",25.02054,1.055988,45.72049,2.190533,45.23826,1.576564,20.69995,1.479053
1977,"Netherlands",24.69673,.7607031,44.58512,2.114639,44.52495,2.278321,19.88839,1.839845
1978,"Netherlands",24.63342,1.0501,45.88911,2.223165,46.27903,1.679577,21.25569,1.560848
1979,"Netherlands",24.50279,.9547796,46.51015,2.077967,47.28137,1.565975,22.00735,1.494571
1980,"Netherlands",24.3928,.6686146,46.9969,1.523198,48.0669,1.523546,22.6041,1.301326
1981,"Netherlands",24.51748,.6680287,47.82534,1.360678,48.71561,1.363536,23.30786,1.142431
1982,"Netherlands",24.75666,.9380744,47.93046,1.883978,48.3279,1.364903,23.17379,1.310266
1983,"Netherlands",25.2,.811249,48.8,1,48.36549,1.488412,23.62369,.9512017
1984,"Netherlands",24.67747,.9756323,48.09438,1.906911,48.67239,1.315955,23.41691,1.28283
1985,"Netherlands",24.10607,.5065244,48.25225,1.091149,50.02784,1.09477,24.14618,.9465545
1986,"Netherlands",24.24378,.7634268,47.71794,1.53558,49.1796,1.146024,23.47416,1.086923
1987,"Netherlands",23.6,.321934,47.9,.7,50.74469,.7096411,24.32563,.6005704
1988,"Netherlands",24.42567,.3570864,47.12059,.8711299,48.15329,.8460765,22.69493,.7436091
1989,"Netherlands",25.32316,.413522,46.34206,.7473895,45.34937,.8622696,21.0189,.6351805
1990,"Netherlands",26.6,.521555,45.5,.6,41.48645,1.014117,18.88659,.5645224
1991,"Netherlands",25.91462,.4189675,45.59817,.7502849,43.15988,.9096562,19.68355,.641324
1992,"Netherlands",25.70505,.3891154,45.86281,.6725337,43.94707,.7945865,20.15776,.5628541
1993,"Netherlands",25.7,.334521,46.5,.6,44.68684,.7291313,20.78533,.5112531
1994,"Netherlands",25.8503,.4039861,46.62842,.8093382,44.55199,.9116839,20.77812,.6974804
1995,"Netherlands",26.08441,.4821475,46.97595,1.0337,44.45746,1.127329,20.89154,.8899459
1996,"Netherlands",25.68888,.486026,46.20801,1.046228,44.38944,1.168932,20.51913,.9062549
1997,"Netherlands",24.9838,.4524099,45.1417,.9531575,44.64066,1.095288,20.1579,.8255548
1998,"Netherlands",24.27478,.3878622,44.12458,.7800381,44.97666,.9138751,19.8498,.6673855
1999,"Netherlands",23.1,.312984,42.8,.6,46.0404,.7628306,19.71935,.521291
2000,"Netherlands",24.48515,.4191965,43.97011,.8256515,44.30368,.9873763,19.48495,.7072735
2001,"Netherlands",25.26151,.5357904,44.63943,1.043996,43.39349,1.241655,19.37792,.8922667
2002,"Netherlands",25.97969,.5254903,45.30217,1.048334,42.63668,1.180992,19.32248,.8730507
2003,"Netherlands",26.1907,.4632702,45.55007,.8237335,42.49213,1.003725,19.35936,.7018786
2004,"Netherlands",26.6,.413467,45.9,.5,42.05181,.8123208,19.31917,.4595004
2005,"Netherlands",26.59727,.416281,45.92263,.6687952,42.07629,.9076244,19.32537,.6017526
2006,"Netherlands",26.90371,.4095401,46.0796,.6276019,41.60988,.8501719,19.1759,.553915
